,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
1081,Digital,OverDrive,EBOOK,2018,1,2,My Favorite Countess,,Vanessa Kelly,"Fiction, Historical Fiction, Romance","Random House, Inc.",2015
1082,Digital,OverDrive,EBOOK,2018,1,1,The Practical Guide to Drawing Manga,,Peter Gray,"Art, Juvenile Nonfiction",Rosen Publishing Group,2012
1095,Digital,OverDrive,EBOOK,2018,1,17,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",,David Brooks,"Business, Nonfiction, Self-Improvement, Sociology","Random House, Inc.",2011
1117,Digital,OverDrive,EBOOK,2018,1,1,Avian,,Nicole Conway,"Fantasy, Young Adult Fiction",Independent Publishers Group,2017
1120,Digital,OverDrive,EBOOK,2018,1,1,The Correspondence,,J. D. Daniels,"Literary Criticism, Nonfiction",Macmillan Publishers,2017
1131,Digital,OverDrive,EBOOK,2018,1,1,Baltasar and Blimunda,,José Saramago,"Fiction, Historical Fiction",Houghton Mifflin Harcourt Trade and Reference,2014
1135,Digital,OverDrive,EBOOK,2018,1,1,"Slow Fires: Mastering New Ways to Braise, Roast, and Grill",,Justin Smillie,"Cooking & Food, Nonfiction","Random House, Inc.",2015
1139,Digital,OverDrive,EBOOK,2018,1,1,The Sting of the Wild: An Evolutionary Symbiosis,,Justin O. Schmidt,"Nature, Nonfiction, Science",Johns Hopkins University Press,2016
1141,Digital,OverDrive,EBOOK,2018,1,1,"Superdate: How to Be One, How to Get One",,Tracey Cox,"Family & Relationships, Nonfiction",Dorling Kindersley Limited,2008
1150,Digital,OverDrive,EBOOK,2018,1,3,Fear in the Sunlight,,Nicola Upson,"Fiction, Literature",HarperCollins Publishers Inc.,2013
1151,Digital,OverDrive,EBOOK,2018,1,8,Made to Stick: Why Some Ideas Survive and Others Die,,Chip Heath,"Business, Nonfiction, Psychology, Self-Improvement","Random House, Inc.",2009
1160,Digital,OverDrive,EBOOK,2018,1,1,"The Lovers: Afghanistan's Romeo and Juliet, the True Story of How They Defied Their Families and Escaped an Honor Killing",,Rod Nordland,"Biography & Autobiography, History, Nonfiction",HarperCollins Publishers Inc.,2016
1164,Digital,OverDrive,EBOOK,2018,1,2,Secret of Spandau,,Peter Lovesey,"Fiction, Suspense, Thriller",Severn House Publishers Ltd,2016
1184,Digital,OverDrive,EBOOK,2018,1,2,An Irresistible Bachelor,,J.R. Ward,"Fiction, Romance","Penguin Group (USA), Inc.",2013
1186,Digital,OverDrive,EBOOK,2018,1,1,The Complete Fabric Artist's Workshop: Exploring Techniques and Materials for Creating Fashion and Decor Items from Artfully Altered Fabric,,Susan Stein,"Crafts, Nonfiction",Quarto Publishing Group USA,2011
1188,Digital,OverDrive,EBOOK,2018,1,1,Tweak: Growing Up on Methamphetamines,,Nic Sheff,"Biography & Autobiography, Health & Fitness, Young Adult Nonfiction","Simon & Schuster, Inc.",2014
1200,Digital,OverDrive,EBOOK,2018,1,3,"The Emotional Life of Your Brain: How Its Unique Patterns Affect the Way You Think, Feel, and Live—and How You Can Change Them",,Richard J. Davidson,"Nonfiction, Psychology","Penguin Group (USA), Inc.",2013
1202,Digital,OverDrive,EBOOK,2018,1,1,The Great Santini,,Pat Conroy,"Fiction, Literature",Open Road Integrated Media,2010
1210,Digital,OverDrive,EBOOK,2018,1,1,"Fins of Fury: My Big Fat Zombie Goldfish Series, Book 3",,Mo O'Hara,"Humor (Fiction), Juvenile Fiction",Macmillan Publishers,2015
1214,Digital,OverDrive,EBOOK,2018,1,1,Thinking in New Boxes: A New Paradigm for Business Creativity,,Luc De Brabandere,"Business, Nonfiction, Psychology, Self-Improvement","Random House, Inc.",2013
1215,Digital,OverDrive,EBOOK,2018,1,3,"The Duke's Guide to Correct Behavior: Dukes Behaving Badly Series, Book 1",,Megan Frampton,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2014
1216,Digital,OverDrive,EBOOK,2018,1,1,The Last Surgeon,,Michael Palmer,"Fiction, Thriller",Macmillan Publishers,2013
1218,Digital,OverDrive,EBOOK,2018,1,1,The Names of the Stars: A Life in the Wilds,,Pete Fromm,"Biography & Autobiography, Nature, Nonfiction",Macmillan Publishers,2016
1224,Digital,OverDrive,EBOOK,2018,1,3,"The 14th Colony: Cotton Malone Series, Book 11",,Steve Berry,"Fiction, Historical Fiction, Thriller",Macmillan Publishers,2016
1226,Digital,OverDrive,EBOOK,2018,1,1,Empire of Imagination: Gary Gygax and the Birth of Dungeons & Dragons,,Michael Witwer,"Biography & Autobiography, Nonfiction",Bloomsbury USA,2015
1229,Digital,OverDrive,EBOOK,2018,1,1,Dear Girls Above Me: Inspired by a True Story,,Charles McDowell,"Biography & Autobiography, Family & Relationships, Humor (Nonfiction), Nonfiction","Random House, Inc.",2013
1234,Digital,OverDrive,EBOOK,2018,1,1,I Take You: A Novel,,Eliza Kennedy,"Fiction, Humor (Fiction)","Random House, Inc.",2015
1239,Digital,OverDrive,EBOOK,2018,1,1,Is There a Nutmeg in the House?,,Elizabeth David,"Cooking & Food, Nonfiction",ePenguin,2009
1258,Digital,OverDrive,EBOOK,2018,1,1,"True-Blue Cowboy Christmas: Big Sky Cowboys Series, Book 3",,Nicole Helm,"Fiction, Romance, Western",Sourcebooks,2016
1267,Digital,OverDrive,EBOOK,2018,1,1,Housebroken: Admissions of an Untidy Life,,Laurie Notaro,"Biography & Autobiography, Essays, Humor (Nonfiction), Nonfiction","Random House, Inc.",2016
1273,Digital,OverDrive,EBOOK,2018,1,1,"The Guide to West Coast Cheese: More than 300 Cheeses Handcrafted in California, Oregon, and Washington",,Sasha Davies,"Cooking & Food, Nonfiction",Workman Publishing,2011
1274,Digital,OverDrive,EBOOK,2018,1,2,The Great Degeneration: How Institutions Decay and Economies Die,,Niall Ferguson,"Business, History, Nonfiction, Politics","Penguin Group (USA), Inc.",2013
1279,Digital,OverDrive,EBOOK,2018,1,2,Transcendent: The Year's Best Transgender Speculative Fiction,,K.M. Szpara,"Fantasy, Fiction, Science Fiction","Smashwords, Inc.",2017
1283,Digital,OverDrive,EBOOK,2018,1,1,"Death Perception: Psychic Eye Mystery Series, Book 6",,Victoria Laurie,"Fiction, Mystery","Penguin Group (USA), Inc.",2011
1289,Digital,OverDrive,EBOOK,2018,1,1,Invasion of the Body Snatchers,,Jack Finney,"Fiction, Science Fiction, Thriller","Simon & Schuster, Inc.",2014
1292,Digital,OverDrive,EBOOK,2018,1,13,One Station Away,,Olaf Olafsson,"Fiction, Literature",HarperCollins Publishers Inc.,2017
1297,Digital,OverDrive,EBOOK,2018,1,1,Between Heaven and Here,,Susan Straight,"African American Fiction, Fiction, Literature",Lightning Source Inc,2013
1300,Digital,OverDrive,EBOOK,2018,1,2,Midnight,,Dean Koontz,"Fiction, Suspense","Penguin Group (USA), Inc.",2014
1305,Digital,OverDrive,EBOOK,2018,1,1,Stealing Home,,Sherryl Woods,"Fiction, Romance","Harlequin Enterprises, Ltd.",2010
